STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
KCK,H,20,FLOW,20190826 0200,20190826 0200,3, ,CFS
KCK,H,20,FLOW,20190826 0300,20190826 0300,3, ,CFS
KCK,H,20,FLOW,20190826 0400,20190826 0400,3, ,CFS
KCK,H,20,FLOW,20190826 0500,20190826 0500,3, ,CFS
KCK,H,20,FLOW,20190826 0600,20190826 0600,3, ,CFS
KCK,H,20,FLOW,20190826 0700,20190826 0700,3, ,CFS
KCK,H,20,FLOW,20190826 0800,20190826 0800,3, ,CFS
KCK,H,20,FLOW,20190826 0900,20190826 0900,3, ,CFS
KCK,H,20,FLOW,20190826 1000,20190826 1000,3, ,CFS
KCK,H,20,FLOW,20190826 1100,20190826 1100,3, ,CFS
KCK,H,20,FLOW,20190826 1200,20190826 1200,3, ,CFS
KCK,H,20,FLOW,20190826 1300,20190826 1300,3, ,CFS
KCK,H,20,FLOW,20190826 1400,20190826 1400,3, ,CFS
KCK,H,20,FLOW,20190826 1500,20190826 1500,3, ,CFS
KCK,H,20,FLOW,20190826 1600,20190826 1600,3, ,CFS
KCK,H,20,FLOW,20190826 1700,20190826 1700,3, ,CFS
KCK,H,20,FLOW,20190826 1800,20190826 1800,3, ,CFS
KCK,H,20,FLOW,20190826 1900,20190826 1900,3, ,CFS
KCK,H,20,FLOW,20190826 2000,20190826 2000,3, ,CFS
KCK,H,20,FLOW,20190826 2100,20190826 2100,3, ,CFS
KCK,H,20,FLOW,20190826 2200,20190826 2200,3, ,CFS
KCK,H,20,FLOW,20190826 2300,20190826 2300,3, ,CFS
KCK,H,20,FLOW,20190827 0000,20190827 0000,3, ,CFS
KCK,H,20,FLOW,20190827 0100,20190827 0100,3, ,CFS
KCK,H,20,FLOW,20190827 0200,20190827 0200,3, ,CFS
KCK,H,20,FLOW,20190827 0300,20190827 0300,3, ,CFS
KCK,H,20,FLOW,20190827 0400,20190827 0400,3, ,CFS
KCK,H,20,FLOW,20190827 0500,20190827 0500,3, ,CFS
KCK,H,20,FLOW,20190827 0600,20190827 0600,3, ,CFS
KCK,H,20,FLOW,20190827 0700,20190827 0700,3, ,CFS
KCK,H,20,FLOW,20190827 0800,20190827 0800,3, ,CFS
KCK,H,20,FLOW,20190827 0900,20190827 0900,3, ,CFS
KCK,H,20,FLOW,20190827 1000,20190827 1000,3, ,CFS
KCK,H,20,FLOW,20190827 1100,20190827 1100,3, ,CFS
KCK,H,20,FLOW,20190827 1200,20190827 1200,3, ,CFS
KCK,H,20,FLOW,20190827 1300,20190827 1300,3, ,CFS
KCK,H,20,FLOW,20190827 1400,20190827 1400,3, ,CFS
KCK,H,20,FLOW,20190827 1500,20190827 1500,3, ,CFS
KCK,H,20,FLOW,20190827 1600,20190827 1600,3, ,CFS
KCK,H,20,FLOW,20190827 1700,20190827 1700,3, ,CFS
KCK,H,20,FLOW,20190827 1800,20190827 1800,3, ,CFS
KCK,H,20,FLOW,20190827 1900,20190827 1900,3, ,CFS
KCK,H,20,FLOW,20190827 2000,20190827 2000,3, ,CFS
KCK,H,20,FLOW,20190827 2100,20190827 2100,3, ,CFS
KCK,H,20,FLOW,20190827 2200,20190827 2200,3, ,CFS
KCK,H,20,FLOW,20190827 2300,20190827 2300,3, ,CFS
KCK,H,20,FLOW,20190828 0000,20190828 0000,3, ,CFS
KCK,H,20,FLOW,20190828 0100,20190828 0100,3, ,CFS
KCK,H,20,FLOW,20190828 0200,20190828 0200,3, ,CFS
KCK,H,20,FLOW,20190828 0300,20190828 0300,3, ,CFS
KCK,H,20,FLOW,20190828 0400,20190828 0400,3, ,CFS
KCK,H,20,FLOW,20190828 0500,20190828 0500,3, ,CFS
KCK,H,20,FLOW,20190828 0600,20190828 0600,3, ,CFS
KCK,H,20,FLOW,20190828 0700,20190828 0700,3, ,CFS
KCK,H,20,FLOW,20190828 0800,20190828 0800,3, ,CFS
KCK,H,20,FLOW,20190828 0900,20190828 0900,3, ,CFS
KCK,H,20,FLOW,20190828 1000,20190828 1000,3, ,CFS
KCK,H,20,FLOW,20190828 1100,20190828 1100,3, ,CFS
KCK,H,20,FLOW,20190828 1200,20190828 1200,3, ,CFS
KCK,H,20,FLOW,20190828 1300,20190828 1300,3, ,CFS
KCK,H,20,FLOW,20190828 1400,20190828 1400,3, ,CFS
KCK,H,20,FLOW,20190828 1500,20190828 1500,3, ,CFS
KCK,H,20,FLOW,20190828 1600,20190828 1600,3, ,CFS
KCK,H,20,FLOW,20190828 1700,20190828 1700,3, ,CFS
KCK,H,20,FLOW,20190828 1800,20190828 1800,3, ,CFS
KCK,H,20,FLOW,20190828 1900,20190828 1900,3, ,CFS
KCK,H,20,FLOW,20190828 2000,20190828 2000,3, ,CFS
KCK,H,20,FLOW,20190828 2100,20190828 2100,3, ,CFS
KCK,H,20,FLOW,20190828 2200,20190828 2200,3, ,CFS
KCK,H,20,FLOW,20190828 2300,20190828 2300,3, ,CFS
KCK,H,20,FLOW,20190829 0000,20190829 0000,3, ,CFS
KCK,H,20,FLOW,20190829 0100,20190829 0100,3, ,CFS
KCK,H,20,FLOW,20190829 0200,20190829 0200,3, ,CFS
KCK,H,20,FLOW,20190829 0300,20190829 0300,3, ,CFS
KCK,H,20,FLOW,20190829 0400,20190829 0400,3, ,CFS
KCK,H,20,FLOW,20190829 0500,20190829 0500,3, ,CFS
KCK,H,20,FLOW,20190829 0600,20190829 0600,3, ,CFS
KCK,H,20,FLOW,20190829 0700,20190829 0700,3, ,CFS
KCK,H,20,FLOW,20190829 0800,20190829 0800,3, ,CFS
KCK,H,20,FLOW,20190829 0900,20190829 0900,3, ,CFS
KCK,H,20,FLOW,20190829 1000,20190829 1000,3, ,CFS
KCK,H,20,FLOW,20190829 1100,20190829 1100,3, ,CFS
KCK,H,20,FLOW,20190829 1200,20190829 1200,3, ,CFS
KCK,H,20,FLOW,20190829 1300,20190829 1300,3, ,CFS
KCK,H,20,FLOW,20190829 1400,20190829 1400,3, ,CFS
KCK,H,20,FLOW,20190829 1500,20190829 1500,3, ,CFS
KCK,H,20,FLOW,20190829 1600,20190829 1600,3, ,CFS
KCK,H,20,FLOW,20190829 1700,20190829 1700,3, ,CFS
KCK,H,20,FLOW,20190829 1800,20190829 1800,3, ,CFS
KCK,H,20,FLOW,20190829 1900,20190829 1900,3, ,CFS
KCK,H,20,FLOW,20190829 2000,20190829 2000,3, ,CFS
KCK,H,20,FLOW,20190829 2100,20190829 2100,3, ,CFS
KCK,H,20,FLOW,20190829 2200,20190829 2200,3, ,CFS
KCK,H,20,FLOW,20190829 2300,20190829 2300,3, ,CFS
KCK,H,20,FLOW,20190830 0000,20190830 0000,3, ,CFS
KCK,H,20,FLOW,20190830 0100,20190830 0100,3, ,CFS
KCK,H,20,FLOW,20190830 0200,20190830 0200,3, ,CFS
KCK,H,20,FLOW,20190830 0300,20190830 0300,3, ,CFS
KCK,H,20,FLOW,20190830 0400,20190830 0400,3, ,CFS
KCK,H,20,FLOW,20190830 0500,20190830 0500,3, ,CFS
KCK,H,20,FLOW,20190830 0600,20190830 0600,3, ,CFS
KCK,H,20,FLOW,20190830 0700,20190830 0700,3, ,CFS
KCK,H,20,FLOW,20190830 0800,20190830 0800,3, ,CFS
KCK,H,20,FLOW,20190830 0900,20190830 0900,3, ,CFS
KCK,H,20,FLOW,20190830 1000,20190830 1000,3, ,CFS
KCK,H,20,FLOW,20190830 1100,20190830 1100,3, ,CFS
KCK,H,20,FLOW,20190830 1200,20190830 1200,3, ,CFS
KCK,H,20,FLOW,20190830 1300,20190830 1300,3, ,CFS
KCK,H,20,FLOW,20190830 1400,20190830 1400,3, ,CFS
KCK,H,20,FLOW,20190830 1500,20190830 1500,3, ,CFS
KCK,H,20,FLOW,20190830 1600,20190830 1600,3, ,CFS
KCK,H,20,FLOW,20190830 1700,20190830 1700,3, ,CFS
KCK,H,20,FLOW,20190830 1800,20190830 1800,3, ,CFS
KCK,H,20,FLOW,20190830 1900,20190830 1900,3, ,CFS
KCK,H,20,FLOW,20190830 2000,20190830 2000,3, ,CFS
KCK,H,20,FLOW,20190830 2100,20190830 2100,3, ,CFS
KCK,H,20,FLOW,20190830 2200,20190830 2200,3, ,CFS
KCK,H,20,FLOW,20190830 2300,20190830 2300,3, ,CFS
KCK,H,20,FLOW,20190831 0000,20190831 0000,3, ,CFS
KCK,H,20,FLOW,20190831 0100,20190831 0100,3, ,CFS
KCK,H,20,FLOW,20190831 0200,20190831 0200,3, ,CFS
KCK,H,20,FLOW,20190831 0300,20190831 0300,3, ,CFS
KCK,H,20,FLOW,20190831 0400,20190831 0400,3, ,CFS
KCK,H,20,FLOW,20190831 0500,20190831 0500,3, ,CFS
KCK,H,20,FLOW,20190831 0600,20190831 0600,3, ,CFS
KCK,H,20,FLOW,20190831 0700,20190831 0700,3, ,CFS
KCK,H,20,FLOW,20190831 0800,20190831 0800,3, ,CFS
KCK,H,20,FLOW,20190831 0900,20190831 0900,3, ,CFS
KCK,H,20,FLOW,20190831 1000,20190831 1000,3, ,CFS
KCK,H,20,FLOW,20190831 1100,20190831 1100,3, ,CFS
KCK,H,20,FLOW,20190831 1200,20190831 1200,3, ,CFS
KCK,H,20,FLOW,20190831 1300,20190831 1300,3, ,CFS
KCK,H,20,FLOW,20190831 1400,20190831 1400,3, ,CFS
KCK,H,20,FLOW,20190831 1500,20190831 1500,3, ,CFS
KCK,H,20,FLOW,20190831 1600,20190831 1600,3, ,CFS
KCK,H,20,FLOW,20190831 1700,20190831 1700,3, ,CFS
KCK,H,20,FLOW,20190831 1800,20190831 1800,3, ,CFS
KCK,H,20,FLOW,20190831 1900,20190831 1900,3, ,CFS
KCK,H,20,FLOW,20190831 2000,20190831 2000,3, ,CFS
KCK,H,20,FLOW,20190831 2100,20190831 2100,3, ,CFS
KCK,H,20,FLOW,20190831 2200,20190831 2200,3, ,CFS
KCK,H,20,FLOW,20190831 2300,20190831 2300,3, ,CFS
KCK,H,20,FLOW,20190901 0000,20190901 0000,3, ,CFS
KCK,H,20,FLOW,20190901 0100,20190901 0100,3, ,CFS
KCK,H,20,FLOW,20190901 0200,20190901 0200,3, ,CFS
KCK,H,20,FLOW,20190901 0300,20190901 0300,3, ,CFS
KCK,H,20,FLOW,20190901 0400,20190901 0400,3, ,CFS
KCK,H,20,FLOW,20190901 0500,20190901 0500,3, ,CFS
KCK,H,20,FLOW,20190901 0600,20190901 0600,3, ,CFS
KCK,H,20,FLOW,20190901 0700,20190901 0700,3, ,CFS
KCK,H,20,FLOW,20190901 0800,20190901 0800,3, ,CFS
KCK,H,20,FLOW,20190901 0900,20190901 0900,3, ,CFS
KCK,H,20,FLOW,20190901 1000,20190901 1000,3, ,CFS
KCK,H,20,FLOW,20190901 1100,20190901 1100,3, ,CFS
KCK,H,20,FLOW,20190901 1200,20190901 1200,3, ,CFS
KCK,H,20,FLOW,20190901 1300,20190901 1300,3, ,CFS
KCK,H,20,FLOW,20190901 1400,20190901 1400,3, ,CFS
KCK,H,20,FLOW,20190901 1500,20190901 1500,3, ,CFS
KCK,H,20,FLOW,20190901 1600,20190901 1600,3, ,CFS
KCK,H,20,FLOW,20190901 1700,20190901 1700,3, ,CFS
KCK,H,20,FLOW,20190901 1800,20190901 1800,3, ,CFS
KCK,H,20,FLOW,20190901 1900,20190901 1900,3, ,CFS
KCK,H,20,FLOW,20190901 2000,20190901 2000,3, ,CFS
KCK,H,20,FLOW,20190901 2100,20190901 2100,3, ,CFS
KCK,H,20,FLOW,20190901 2200,20190901 2200,3, ,CFS
KCK,H,20,FLOW,20190901 2300,20190901 2300,3, ,CFS
KCK,H,20,FLOW,20190902 0000,20190902 0000,3, ,CFS
KCK,H,20,FLOW,20190902 0100,20190902 0100,3, ,CFS
KCK,H,20,FLOW,20190902 0200,20190902 0200,3, ,CFS
KCK,H,20,FLOW,20190902 0300,20190902 0300,3, ,CFS
KCK,H,20,FLOW,20190902 0400,20190902 0400,3, ,CFS
KCK,H,20,FLOW,20190902 0500,20190902 0500,3, ,CFS
KCK,H,20,FLOW,20190902 0600,20190902 0600,3, ,CFS
KCK,H,20,FLOW,20190902 0700,20190902 0700,3, ,CFS
KCK,H,20,FLOW,20190902 0800,20190902 0800,3, ,CFS
KCK,H,20,FLOW,20190902 0900,20190902 0900,3, ,CFS
KCK,H,20,FLOW,20190902 1000,20190902 1000,3, ,CFS
KCK,H,20,FLOW,20190902 1100,20190902 1100,3, ,CFS
KCK,H,20,FLOW,20190902 1200,20190902 1200,3, ,CFS
KCK,H,20,FLOW,20190902 1300,20190902 1300,3, ,CFS
KCK,H,20,FLOW,20190902 1400,20190902 1400,3, ,CFS
KCK,H,20,FLOW,20190902 1500,20190902 1500,3, ,CFS
KCK,H,20,FLOW,20190902 1600,20190902 1600,3, ,CFS
KCK,H,20,FLOW,20190902 1700,20190902 1700,3, ,CFS
KCK,H,20,FLOW,20190902 1800,20190902 1800,3, ,CFS
KCK,H,20,FLOW,20190902 1900,20190902 1900,3, ,CFS
KCK,H,20,FLOW,20190902 2000,20190902 2000,3, ,CFS
KCK,H,20,FLOW,20190902 2100,20190902 2100,3, ,CFS
KCK,H,20,FLOW,20190902 2200,20190902 2200,3, ,CFS
KCK,H,20,FLOW,20190902 2300,20190902 2300,3, ,CFS
KCK,H,20,FLOW,20190903 0000,20190903 0000,3, ,CFS
KCK,H,20,FLOW,20190903 0100,20190903 0100,3, ,CFS
KCK,H,20,FLOW,20190903 0200,20190903 0200,3, ,CFS
KCK,H,20,FLOW,20190903 0300,20190903 0300,3, ,CFS
KCK,H,20,FLOW,20190903 0400,20190903 0400,3, ,CFS
KCK,H,20,FLOW,20190903 0500,20190903 0500,3, ,CFS
KCK,H,20,FLOW,20190903 0600,20190903 0600,3, ,CFS
KCK,H,20,FLOW,20190903 0700,20190903 0700,3, ,CFS
KCK,H,20,FLOW,20190903 0800,20190903 0800,3, ,CFS
KCK,H,20,FLOW,20190903 0900,20190903 0900,3, ,CFS
KCK,H,20,FLOW,20190903 1000,20190903 1000,3, ,CFS
KCK,H,20,FLOW,20190903 1100,20190903 1100,3, ,CFS
KCK,H,20,FLOW,20190903 1200,20190903 1200,3, ,CFS
KCK,H,20,FLOW,20190903 1300,20190903 1300,3, ,CFS
KCK,H,20,FLOW,20190903 1400,20190903 1400,3, ,CFS
KCK,H,20,FLOW,20190903 1500,20190903 1500,3, ,CFS
KCK,H,20,FLOW,20190903 1600,20190903 1600,3, ,CFS
KCK,H,20,FLOW,20190903 1700,20190903 1700,3, ,CFS
KCK,H,20,FLOW,20190903 1800,20190903 1800,3, ,CFS
KCK,H,20,FLOW,20190903 1900,20190903 1900,3, ,CFS
KCK,H,20,FLOW,20190903 2000,20190903 2000,3, ,CFS
KCK,H,20,FLOW,20190903 2100,20190903 2100,3, ,CFS
KCK,H,20,FLOW,20190903 2200,20190903 2200,3, ,CFS
KCK,H,20,FLOW,20190903 2300,20190903 2300,3, ,CFS
KCK,H,20,FLOW,20190904 0000,20190904 0000,3, ,CFS
KCK,H,20,FLOW,20190904 0100,20190904 0100,3, ,CFS
KCK,H,20,FLOW,20190904 0200,20190904 0200,3, ,CFS
KCK,H,20,FLOW,20190904 0300,20190904 0300,3, ,CFS
KCK,H,20,FLOW,20190904 0400,20190904 0400,3, ,CFS
KCK,H,20,FLOW,20190904 0500,20190904 0500,3, ,CFS
KCK,H,20,FLOW,20190904 0600,20190904 0600,3, ,CFS
KCK,H,20,FLOW,20190904 0700,20190904 0700,3, ,CFS
KCK,H,20,FLOW,20190904 0800,20190904 0800,3, ,CFS
KCK,H,20,FLOW,20190904 0900,20190904 0900,3, ,CFS
KCK,H,20,FLOW,20190904 1000,20190904 1000,3, ,CFS
KCK,H,20,FLOW,20190904 1100,20190904 1100,3, ,CFS
KCK,H,20,FLOW,20190904 1200,20190904 1200,3, ,CFS
KCK,H,20,FLOW,20190904 1300,20190904 1300,3, ,CFS
KCK,H,20,FLOW,20190904 1400,20190904 1400,3, ,CFS
KCK,H,20,FLOW,20190904 1500,20190904 1500,3, ,CFS
KCK,H,20,FLOW,20190904 1600,20190904 1600,3, ,CFS
KCK,H,20,FLOW,20190904 1700,20190904 1700,3, ,CFS
KCK,H,20,FLOW,20190904 1800,20190904 1800,3, ,CFS
KCK,H,20,FLOW,20190904 1900,20190904 1900,3, ,CFS
KCK,H,20,FLOW,20190904 2000,20190904 2000,3, ,CFS
KCK,H,20,FLOW,20190904 2100,20190904 2100,3, ,CFS
KCK,H,20,FLOW,20190904 2200,20190904 2200,3, ,CFS
KCK,H,20,FLOW,20190904 2300,20190904 2300,3, ,CFS
KCK,H,20,FLOW,20190905 0000,20190905 0000,3, ,CFS
KCK,H,20,FLOW,20190905 0100,20190905 0100,3, ,CFS
KCK,H,20,FLOW,20190905 0200,20190905 0200,3, ,CFS
KCK,H,20,FLOW,20190905 0300,20190905 0300,3, ,CFS
KCK,H,20,FLOW,20190905 0400,20190905 0400,3, ,CFS
KCK,H,20,FLOW,20190905 0500,20190905 0500,3, ,CFS
KCK,H,20,FLOW,20190905 0600,20190905 0600,3, ,CFS
KCK,H,20,FLOW,20190905 0700,20190905 0700,3, ,CFS
KCK,H,20,FLOW,20190905 0800,20190905 0800,3, ,CFS
KCK,H,20,FLOW,20190905 0900,20190905 0900,3, ,CFS
KCK,H,20,FLOW,20190905 1000,20190905 1000,3, ,CFS
KCK,H,20,FLOW,20190905 1100,20190905 1100,3, ,CFS
KCK,H,20,FLOW,20190905 1200,20190905 1200,3, ,CFS
KCK,H,20,FLOW,20190905 1300,20190905 1300,3, ,CFS
KCK,H,20,FLOW,20190905 1400,20190905 1400,3, ,CFS
KCK,H,20,FLOW,20190905 1500,20190905 1500,3, ,CFS
KCK,H,20,FLOW,20190905 1600,20190905 1600,3, ,CFS
KCK,H,20,FLOW,20190905 1700,20190905 1700,3, ,CFS
KCK,H,20,FLOW,20190905 1800,20190905 1800,3, ,CFS
KCK,H,20,FLOW,20190905 1900,20190905 1900,3, ,CFS
KCK,H,20,FLOW,20190905 2000,20190905 2000,3, ,CFS
KCK,H,20,FLOW,20190905 2100,20190905 2100,3, ,CFS
KCK,H,20,FLOW,20190905 2200,20190905 2200,3, ,CFS
KCK,H,20,FLOW,20190905 2300,20190905 2300,3, ,CFS
KCK,H,20,FLOW,20190906 0000,20190906 0000,3, ,CFS
KCK,H,20,FLOW,20190906 0100,20190906 0100,3, ,CFS
KCK,H,20,FLOW,20190906 0200,20190906 0200,3, ,CFS
KCK,H,20,FLOW,20190906 0300,20190906 0300,3, ,CFS
KCK,H,20,FLOW,20190906 0400,20190906 0400,3, ,CFS
KCK,H,20,FLOW,20190906 0500,20190906 0500,3, ,CFS
KCK,H,20,FLOW,20190906 0600,20190906 0600,3, ,CFS
KCK,H,20,FLOW,20190906 0700,20190906 0700,3, ,CFS
KCK,H,20,FLOW,20190906 0800,20190906 0800,3, ,CFS
KCK,H,20,FLOW,20190906 0900,20190906 0900,3, ,CFS
KCK,H,20,FLOW,20190906 1000,20190906 1000,3, ,CFS
KCK,H,20,FLOW,20190906 1100,20190906 1100,3, ,CFS
KCK,H,20,FLOW,20190906 1200,20190906 1200,3, ,CFS
KCK,H,20,FLOW,20190906 1300,20190906 1300,3, ,CFS
KCK,H,20,FLOW,20190906 1400,20190906 1400,3, ,CFS
KCK,H,20,FLOW,20190906 1500,20190906 1500,3, ,CFS
KCK,H,20,FLOW,20190906 1600,20190906 1600,3, ,CFS
KCK,H,20,FLOW,20190906 1700,20190906 1700,3, ,CFS
KCK,H,20,FLOW,20190906 1800,20190906 1800,3, ,CFS
KCK,H,20,FLOW,20190906 1900,20190906 1900,3, ,CFS
KCK,H,20,FLOW,20190906 2000,20190906 2000,3, ,CFS
KCK,H,20,FLOW,20190906 2100,20190906 2100,3, ,CFS
KCK,H,20,FLOW,20190906 2200,20190906 2200,3, ,CFS
KCK,H,20,FLOW,20190906 2300,20190906 2300,3, ,CFS
KCK,H,20,FLOW,20190907 0000,20190907 0000,3, ,CFS
KCK,H,20,FLOW,20190907 0100,20190907 0100,3, ,CFS
KCK,H,20,FLOW,20190907 0200,20190907 0200,3, ,CFS
KCK,H,20,FLOW,20190907 0300,20190907 0300,3, ,CFS
KCK,H,20,FLOW,20190907 0400,20190907 0400,3, ,CFS
KCK,H,20,FLOW,20190907 0500,20190907 0500,3, ,CFS
KCK,H,20,FLOW,20190907 0600,20190907 0600,3, ,CFS
KCK,H,20,FLOW,20190907 0700,20190907 0700,3, ,CFS
KCK,H,20,FLOW,20190907 0800,20190907 0800,3, ,CFS
KCK,H,20,FLOW,20190907 0900,20190907 0900,3, ,CFS
KCK,H,20,FLOW,20190907 1000,20190907 1000,3, ,CFS
KCK,H,20,FLOW,20190907 1100,20190907 1100,3, ,CFS
KCK,H,20,FLOW,20190907 1200,20190907 1200,3, ,CFS
KCK,H,20,FLOW,20190907 1300,20190907 1300,3, ,CFS
KCK,H,20,FLOW,20190907 1400,20190907 1400,3, ,CFS
KCK,H,20,FLOW,20190907 1500,20190907 1500,3, ,CFS
KCK,H,20,FLOW,20190907 1600,20190907 1600,3, ,CFS
KCK,H,20,FLOW,20190907 1700,20190907 1700,3, ,CFS
KCK,H,20,FLOW,20190907 1800,20190907 1800,3, ,CFS
KCK,H,20,FLOW,20190907 1900,20190907 1900,3, ,CFS
KCK,H,20,FLOW,20190907 2000,20190907 2000,3, ,CFS
KCK,H,20,FLOW,20190907 2100,20190907 2100,3, ,CFS
KCK,H,20,FLOW,20190907 2200,20190907 2200,3, ,CFS
KCK,H,20,FLOW,20190907 2300,20190907 2300,3, ,CFS
KCK,H,20,FLOW,20190908 0000,20190908 0000,3, ,CFS
KCK,H,20,FLOW,20190908 0100,20190908 0100,3, ,CFS
KCK,H,20,FLOW,20190908 0200,20190908 0200,3, ,CFS
KCK,H,20,FLOW,20190908 0300,20190908 0300,3, ,CFS
KCK,H,20,FLOW,20190908 0400,20190908 0400,3, ,CFS
KCK,H,20,FLOW,20190908 0500,20190908 0500,3, ,CFS
KCK,H,20,FLOW,20190908 0600,20190908 0600,3, ,CFS
KCK,H,20,FLOW,20190908 0700,20190908 0700,3, ,CFS
KCK,H,20,FLOW,20190908 0800,20190908 0800,3, ,CFS
KCK,H,20,FLOW,20190908 0900,20190908 0900,3, ,CFS
KCK,H,20,FLOW,20190908 1000,20190908 1000,3, ,CFS
KCK,H,20,FLOW,20190908 1100,20190908 1100,3, ,CFS
KCK,H,20,FLOW,20190908 1200,20190908 1200,3, ,CFS
KCK,H,20,FLOW,20190908 1300,20190908 1300,3, ,CFS
KCK,H,20,FLOW,20190908 1400,20190908 1400,3, ,CFS
KCK,H,20,FLOW,20190908 1500,20190908 1500,3, ,CFS
KCK,H,20,FLOW,20190908 1600,20190908 1600,3, ,CFS
KCK,H,20,FLOW,20190908 1700,20190908 1700,3, ,CFS
KCK,H,20,FLOW,20190908 1800,20190908 1800,3, ,CFS
KCK,H,20,FLOW,20190908 1900,20190908 1900,3, ,CFS
KCK,H,20,FLOW,20190908 2000,20190908 2000,3, ,CFS
KCK,H,20,FLOW,20190908 2100,20190908 2100,3, ,CFS
KCK,H,20,FLOW,20190908 2200,20190908 2200,3, ,CFS
KCK,H,20,FLOW,20190908 2300,20190908 2300,3, ,CFS
KCK,H,20,FLOW,20190909 0000,20190909 0000,3, ,CFS
KCK,H,20,FLOW,20190909 0100,20190909 0100,3, ,CFS
KCK,H,20,FLOW,20190909 0200,20190909 0200,3, ,CFS
KCK,H,20,FLOW,20190909 0300,20190909 0300,3, ,CFS
KCK,H,20,FLOW,20190909 0400,20190909 0400,3, ,CFS
KCK,H,20,FLOW,20190909 0500,20190909 0500,3, ,CFS
KCK,H,20,FLOW,20190909 0600,20190909 0600,3, ,CFS
KCK,H,20,FLOW,20190909 0700,20190909 0700,3, ,CFS
KCK,H,20,FLOW,20190909 0800,20190909 0800,3, ,CFS
KCK,H,20,FLOW,20190909 0900,20190909 0900,3, ,CFS
KCK,H,20,FLOW,20190909 1000,20190909 1000,3, ,CFS
KCK,H,20,FLOW,20190909 1100,20190909 1100,3, ,CFS
KCK,H,20,FLOW,20190909 1200,20190909 1200,3, ,CFS
KCK,H,20,FLOW,20190909 1300,20190909 1300,3, ,CFS
KCK,H,20,FLOW,20190909 1400,20190909 1400,3, ,CFS
KCK,H,20,FLOW,20190909 1500,20190909 1500,3, ,CFS
KCK,H,20,FLOW,20190909 1600,20190909 1600,3, ,CFS
KCK,H,20,FLOW,20190909 1700,20190909 1700,3, ,CFS
KCK,H,20,FLOW,20190909 1800,20190909 1800,3, ,CFS
KCK,H,20,FLOW,20190909 1900,20190909 1900,3, ,CFS
KCK,H,20,FLOW,20190909 2000,20190909 2000,3, ,CFS
KCK,H,20,FLOW,20190909 2100,20190909 2100,3, ,CFS
KCK,H,20,FLOW,20190909 2200,20190909 2200,3, ,CFS
KCK,H,20,FLOW,20190909 2300,20190909 2300,3, ,CFS
KCK,H,20,FLOW,20190910 0000,20190910 0000,3, ,CFS
KCK,H,20,FLOW,20190910 0100,20190910 0100,3, ,CFS
KCK,H,20,FLOW,20190910 0200,20190910 0200,3, ,CFS
KCK,H,20,FLOW,20190910 0300,20190910 0300,3, ,CFS
KCK,H,20,FLOW,20190910 0400,20190910 0400,3, ,CFS
KCK,H,20,FLOW,20190910 0500,20190910 0500,3, ,CFS
KCK,H,20,FLOW,20190910 0600,20190910 0600,3, ,CFS
KCK,H,20,FLOW,20190910 0700,20190910 0700,3, ,CFS
KCK,H,20,FLOW,20190910 0800,20190910 0800,3, ,CFS
KCK,H,20,FLOW,20190910 0900,20190910 0900,3, ,CFS
KCK,H,20,FLOW,20190910 1000,20190910 1000,3, ,CFS
KCK,H,20,FLOW,20190910 1100,20190910 1100,3, ,CFS
KCK,H,20,FLOW,20190910 1200,20190910 1200,3, ,CFS
KCK,H,20,FLOW,20190910 1300,20190910 1300,3, ,CFS
KCK,H,20,FLOW,20190910 1400,20190910 1400,3, ,CFS
KCK,H,20,FLOW,20190910 1500,20190910 1500,3, ,CFS
KCK,H,20,FLOW,20190910 1600,20190910 1600,3, ,CFS
KCK,H,20,FLOW,20190910 1700,20190910 1700,3, ,CFS
KCK,H,20,FLOW,20190910 1800,20190910 1800,3, ,CFS
KCK,H,20,FLOW,20190910 1900,20190910 1900,3, ,CFS
KCK,H,20,FLOW,20190910 2000,20190910 2000,3, ,CFS
KCK,H,20,FLOW,20190910 2100,20190910 2100,3, ,CFS
KCK,H,20,FLOW,20190910 2200,20190910 2200,3, ,CFS
KCK,H,20,FLOW,20190910 2300,20190910 2300,3, ,CFS
KCK,H,20,FLOW,20190911 0000,20190911 0000,3, ,CFS
KCK,H,20,FLOW,20190911 0100,20190911 0100,3, ,CFS
KCK,H,20,FLOW,20190911 0200,20190911 0200,3, ,CFS
KCK,H,20,FLOW,20190911 0300,20190911 0300,3, ,CFS
KCK,H,20,FLOW,20190911 0400,20190911 0400,3, ,CFS
KCK,H,20,FLOW,20190911 0500,20190911 0500,3, ,CFS
KCK,H,20,FLOW,20190911 0600,20190911 0600,3, ,CFS
KCK,H,20,FLOW,20190911 0700,20190911 0700,3, ,CFS
KCK,H,20,FLOW,20190911 0800,20190911 0800,3, ,CFS
KCK,H,20,FLOW,20190911 0900,20190911 0900,3, ,CFS
KCK,H,20,FLOW,20190911 1000,20190911 1000,3, ,CFS
KCK,H,20,FLOW,20190911 1100,20190911 1100,3, ,CFS
KCK,H,20,FLOW,20190911 1200,20190911 1200,3, ,CFS
KCK,H,20,FLOW,20190911 1300,20190911 1300,3, ,CFS
KCK,H,20,FLOW,20190911 1400,20190911 1400,3, ,CFS
KCK,H,20,FLOW,20190911 1500,20190911 1500,3, ,CFS
